Frecuencia,Palabra,Significado
841,んと,interj. well
842,建物,n. building
843,発見（する）,[1] n. discovery [2] v. discover
844,相談（する）,[1] n. consultation [2] v. consult
845,連絡（する）,"[1] n. connection, contact [2] v. contact"
846,止まる【とまる】,v. stop
847,一生懸命,"na-adj. hard, as hard as one can"
848,用意（する）,[1] n. preparation [2] v. prepare
849,変,"na-adj. strange, unusual, funny"
850,十二月,n. December
851,学ぶ,v. learn
852,突然,adv. suddenly
853,首,"n. neck, head; firing, sacking (of an employee)"
854,設定（する）,"[1] n. establishment [2] v. establish, set"
855,ゆっくり,"adv. slowly, leisurely; plenty of time"
856,目指す,"v. aim, go toward"
857,したがって,"conj. accordingly, consequently"
858,一月,n. January
859,成す,"v. form, constitute"
860,集める,"v. gather, collect"
861,失う,v. lose
862,光,n. light
863,並ぶ,"v. line, stand in line"
864,八月,n. August
865,とく,aux. [shortened form of “te oku”]
866,七月,n. July
867,美しい,i-adj. beautiful
868,五月,n. May
869,優しい,"i-adj. gentle, tender, kind, friendly"
870,タバコ,"n. cigarette, tobacco"
871,後ろ,"n. behind, back"
872,六月,n. June
873,異なる,v. be different
874,十一月,n. November
875,新た,na-adj. another
876,飛行機,n. airplane
877,（お）ばあさん,n. old lady; grandmother
878,至る,"v. lead to, get"
879,午前,"n. morning, a.m."
880,育てる,"v. bring up, train, develop"
881,種類,"n. kind, sort, variety"
882,商品,"n. goods, item of merchandise"
883,生じる,"v. bring about, cause, arise"
884,イギリス,"n. United Kingdom, Britain, England"
885,大好き,na-adj. love
886,語る,"v. talk, tell"
887,胸,"n. chest, heart"
888,頼む,"v. ask, order"
889,体験（する）,"[1] n. experience [2] v. experience, have experience of"
890,材料,"n. materials, ingredient"
891,広がる,"v. spread, stretch"
892,きちんと,"adv. precisely, accurately, neatly"
893,そちら,pron. your place; there; you
894,勝つ,"v. win, defeat"
895,運動（する）,"[1] n. exercise [2] v. exercise, move"
896,捨てる,"v. throw away, abandon"
897,幸せ,"[1] na-adj. happy [2] n. happiness; fortune, luck"
898,通す,"v. pass, show ... into"
899,横,"n. side, beside"
900,伴う,"v. accompany, involve"
901,命,n. life
902,流れ,"n. stream, flow, current"
903,育つ,v. grow up
904,ちなみに,"conj. by the way, incidentally"
905,予定（する）,"[1] n. plan, schedule [2] v. plan"
906,決して,"adv. never, by no means"
907,馬,n. horse
908,完全,"na-adj. perfect, complete"
909,学生,n. student
910,風【かぜ】,n. wind
911,性格,"n. character, personality"
912,死,n. death
913,位置（する）,"[1] n. position, location [2] v. be located"
914,発展（する）,"[1] n. development [2] v. develop, expand"
915,おかしい,"i-adj. funny, amusing"
916,近所,n. neighborhood
917,一本,n. one (long/cylindrical object)
918,張る,"v. stretch, put up"
919,ご飯,"n. rice, meal"
920,危険,"[1] n. danger, hazard [2] na-adj. dangerous"
921,かしら,p. disc. I wonder
922,すなわち,"conj. that is (to say), namely"
923,海外,"n. overseas, abroad, foreign"
924,教育（する）,[1] n. education [2] v. educate
925,想像（する）,"[1] n. imagination, image [2] v. imagine"
926,実は,"adv. actually, in fact"
927,許す,"v. allow, permit, forgive"
928,表【ひょう】,"n. table, chart"
929,文化,n. culture
930,八,n. eight
931,食べ物,n. food
932,借りる,"v. borrow, rent"
933,だけれど,"conj. despite, though"
934,準備（する）,[1] n. preparation [2] v. prepare
935,二月,n. February
936,や,aux. COPULA (dialectal)
937,月【つき】,n. month; moon
938,世の中,"n. world, society"
939,インターネット,n. Internet
940,春,n. spring
941,旅,"n. trip, journey"
942,二年,n. two years
943,寒い,i-adj. cold
944,年【ねん】,n. year
945,同様,"na-adj. similar, same"
946,一般,n. general
947,第一,n. first
948,三年,n. three years
949,申す,"v. say, be (humble)"
950,押す,"v. push, press"
951,責任,n. responsibility
952,選択（する）,"[1] n. selection, choice [2] v. choose"
953,負ける,"v. lose, be beaten"
954,技術,"n. technique, skill"
955,一般的,"na-adj. general, common, ordinary"
956,そば,"n. side, beside"
957,減る,"v. decrease, become less"
958,記事,n. article
959,本人,"n. person himself/herself, person in question"
960,焼く,"v. roast, bake"
961,たまに,"adv. occasionally, once in a while"
962,慣れる,v. get used to
963,もしくは,"conj. or, otherwise"
964,出会う,"v. meet, come across"
965,推進（する）,"[1] n. propulsion [2] v. promote, drive"
966,自ら,"n. personally, oneself, own"
967,作業（する）,"[1] n. operation, work [2] v. work"
968,私自身,"n. myself, my own"
969,たび,n. every time
970,付き合う,"v. associate with, go out with, go along with"
971,半分,n. half
972,条件,n. condition
973,医者,n. doctor
974,振る,"v. wave, shake, swing"
975,関心,n. interest
976,表示（する）,"[1] n. indication [2] v. display, indicate"
977,秋,"n. autumn, fall"
978,明るい,"i-adj. bright, light; cheerful"
979,趣味,n. hobby
980,生徒,"n. student, pupil"
981,相当（する）,[1] na-adj. considerable [2] n. equivalence [3] v. be equivalent
982,従う,"v. obey, follow"
983,検討（する）,"[1] n. consideration, discussion, examination [2] v. consider, discuss"
984,占める,"v. occupy, account for"
985,まさに,adv. exactly
986,選手,"n. player, athlete"
987,以下,"n. below, the following"
988,大きさ,n. size
989,調査（する）,"[1] n. investigation [2] v. investigate, inquire, explore"
990,分【ぶん】,"adv., n. part, share, portion"
991,実家,n. one’s parents’ home
992,発表（する）,"[1] n. announcement, publication [2] v. announce, publish"
993,むしろ,"adv. rather, if anything"
994,作成（する）,"n., v. make, create"
995,名,n. name
996,確保（する）,"[1] n. securement, reservation [2] v. secure, maintain, guarantee"
997,まるで,"adv. just like, quite"
998,運ぶ,"v. carry, transport, move"
999,こともある,"cp. sometimes, can be"
1000,てはいけない、ちゃいけない,"cp. must not, should not"
1001,正しい,"i-adj. right, accurate, proper"
1002,ほぼ,"adv. about, nearly, almost"
1003,表わす,"v. show, express, symbolize"
1004,毎年,"adv., n. every year, annually"
1005,文字,"n. letter, character, writing"
1006,空【そら】,"n. sky, air"
1007,に対し,cp. toward; against; in contrast to
1008,明日,"adv., n. tomorrow"
1009,役割,"n. part, role"
1010,地球,"n. earth, globe"
1011,公園,n. park
1012,個人,n. individual
1013,やら,"p. and, or"
1014,消える,v. go off; disappear
1015,激しい,"i-adj. fierce, intense, severe"
1016,短い,i-adj. short
1017,薬,n. medicine
1018,試合,"n. match, game, bout"
1019,成長（する）,[1] n. growth [2] v. grow
1020,おなか,"n. stomach, belly"
1021,機能（する）,"[1] n. function, capability, feature [2] v. function, work"
1022,ボール,n. ball
1023,少年,"n. boy, juvenile"
1024,方向,"n. direction, course"
1025,遅い,i-adj. late; slow
1026,資料,"n. document, material, data"
1027,タイプ（する）,[1] n. type [2] v. type
1028,扱う,"v. deal with, handle, treat"
1029,指摘（する）,"[1] n. designation [2] v. point out, indicate"
1030,ヨーロッパ,n. Europe
1031,除く,v. remove; except; get rid of
1032,それら,"pron. those, these, they"
1033,ご存じ,"n. know, knowing (honorific)"
1034,意外,"na-adj. unexpected, surprising"
1035,一週間,n. one week
1036,何回,n. how many times
1037,政府,n. government
1038,分ける,"v. divide, distribute; classify"
1039,計画（する）,"[1] n. project, schedule, plan [2] v. plan"
1040,段階,"n. grade, stage, step"
1041,量,"n. quantity, volume, amount"
1042,田舎,n. countryside; one’s hometown
1043,感動（する）,"[1] n. deep emotion [2] v. be impressed, be moved"
1044,スポーツ,n. sports
1045,感覚,"n. sense; sensation, feeling"
1046,地元,"n. home area, local area"
1047,勝手,"na-adj. on one’s own, at one’s convenience"
1048,さすが,"adv. as might be expected, as one would expect"
1049,寂しい,"i-adj. lonely, lonesome"
1050,再び,"adv. again, once more"
1051,利く,"v. act, work"
1052,勤める,"v. be employed, work for"
1053,吸う,"v. breathe in, sip, smoke"
1054,流す,v. flush; pour; drain
1055,希望（する）,"[1] n. hope, wish, request [2] v. hope, wish, desire"
1056,急,"na-adj. urgent, sudden; steep; sharp"
1057,勧める,"v. encourage, recommend"
1058,年齢,"n. age, years"
1059,フランス,n. France
1060,仕方,"n. way, method"
1061,なし,"n. without, no"
1062,さて,"conj. well, now"
1063,疲れる,v. get tired
1064,落とす,"v. drop, lose, turn down"
1065,人気,n. popularity
1066,弱い,"i-adj. weak, faint, light"
1067,まとめる,"v. summarize, settle, gather"
1068,格好,"n. appearance, shape, look"
1069,渡る,"v. cross, go across"
1070,患者,"n. patient, case"
1071,壁,"n. wall, barrier"
1072,道路,"n. road, way, street"
1073,参る,"v. go, come, visit (humble); be in trouble, be embarrassed"
1074,反対（する）,"[1] n. opposition, contrast, objection [2] v. oppose"
1075,他人,"n. others, unrelated person, stranger"
1076,提供（する）,"[1] n. offer [2] v. supply, sponsor"
1077,空気,"n. air, atmosphere"
1078,去年,"adv., n. last year"
1079,肩,n. shoulder
1080,知れる,"v. come out, come to light, be discovered"
1081,匂い,"n. smell, odor, scent"
1082,銀行,n. bank
1083,実現（する）,"[1] n. realization, implementation [2] v. realize, put into practice"
1084,ありがとう,interj. thank you
1085,購入（する）,"[1] n. buying [2] v. purchase, buy"
1086,十年,"n. ten years, decade"
1087,右,n. right
1088,全体,"n. total, whole, entire"
1089,話題,"n. topic, subject"
1090,認識（する）,"[1] n. recognition, awareness [2] v. recognize, be aware"
1091,安心（する）,"[1] n. peace of mind, relief [2] v. feel relieved"
1092,雪,n. snow
1093,ポイント,n. point
1094,十,num. ten
1095,仲間,"n. company, fellow, mate, group"
1096,かつ,"conj. besides, also, as well"
1097,知識,"n. knowledge, information"
1098,多少,"adv., n. more or less; somewhat; a little"
1099,緑,n. green; greenery
1100,解決（する）,"[1] n. solution, settlement [2] v. solve, settle"
1101,狭い,"i-adj. narrow, small"
1102,一時間,n. one hour
1103,失敗（する）,"[1] n. failure, mistake [2] v. fail"
1104,いきなり,"adv. suddenly, without notice"
1105,成功（する）,"[1] n. success, achievement [2] v. succeed"
1106,マンション,"n. apartment, condominium, flat"
1107,協力（する）,"[1] n. cooperation, collaboration [2] v. cooperate, collaborate"
1108,伯父,n. uncle
1109,時々,"adv. sometimes, once in a while, on occasion"
1110,産む、生む,v. give birth; produce
1111,卒業（する）,[1] n. graduation [2] v. graduate
1112,降る,"v. fall, come down"
1113,野菜,n. vegetable
1114,自分自身,n. oneself
1115,報告（する）,"[1] n. report, information, account [2] v. inform"
1116,落ち着く,"v. settle, calm down"
1117,決定（する）,"[1] n. decision, determination [2] v. decide, determine"
1118,割合,"[1] adv. comparatively [2] n. ratio, percentage"
1119,移動（する）,"[1] n. movement [2] v. transfer, move, migrate"
1120,いまだ,"adv. still, yet, so far"
1121,血,n. blood
1122,応ずる、応じる,"v. answer, respond, accept"
1123,涙,n. tear
1124,表情,"n. expression, facial expression, look"
1125,ああ,adv. like that
1126,逃げる,"v. run away, escape"
1127,次第,[1] adv. depend on; as soon as [2] n. order
1128,楽,"na-adj. comfort, ease, comfortable"
1129,やがて,"adv. soon, before long, after all"
1130,ではありません、じゃありません,"cp. not, no"
1131,かつて,"adv. once, before, ever, former"
1132,ごみ,"n. rubbish, garbage, trash"
1133,警察,n. police
1134,兄,n. elder brother
1135,くれる,v. give
1136,代わり,"n. substitute, replacement, alternative"
1137,外国,n. foreign country
1138,細かい,"i-adj. small, fine; trivial; sensitive"
1139,静か,"na-adj. quiet, silent"
1140,腰,"n. back, lower back, waist, hip"
1141,開催（する）,"[1] n. holding, opening [2] v. hold, open"
1142,瞬間,"adv., n. moment, instant, second"
1143,近付く,"v. approach, get closer to"
1144,わずか,"[1] na-adj. a few, a little, a bit [2] adv. only"
1145,暗い,i-adj. dark; depressed
1146,届く,"v. reach, arrive"
1147,窓,n. window
1148,ストレス,n. stress
1149,伸ばす,"v. extend, lengthen; postpone"
1150,ドア,n. door
1151,森,"n. forest, woods, grove"
1152,目標,"n. goal, objective, target"
1153,本来,"adv., n. originally, essentially, by nature, proper"
1154,重い,"i-adj. heavy, important"
1155,変更（する）,"[1] n. change, modification, revision [2] v. change, revise"
1156,感謝（する）,"[1] n. gratitude, appreciation [2] v. thank, be grateful"
1157,腕,"n. arm; skill, ability"
1158,手術（する）,"[1] n. surgery, operation [2] v. operate"
1159,当たり前,"na-adj. natural, usual, common, ordinary"
1160,時点,"n. point of time, as of"
1161,１日【ついたち】,n. first (date)
1162,馬鹿,[1] na-adj. foolish [2] n. fool
1163,忙しい,"i-adj. busy, occupied"
1164,おく,v. at; in; on
1165,愛する,"v. love, care"
1166,それでは、それじゃ,"conj. then, well, so"
1167,遠い,"i-adj. far, distant"
1168,苦労（する）,"[1] n. hardship, difficulty, trouble [2] v. have trouble, have a hard time"
1169,押さえる,"v. press down, hold"
1170,課題,"n. subject; assignment, task"
1171,とともに,"cp. together with, with"
1172,見付かる,"v. be found, be discovered"
1173,うそ,"n. lie, falsehood"
1174,仰る,"v. say, tell, speak (honorific)"
1175,主張（する）,"[1] n. argument, claim [2] v. argue, insist"
1176,施設,"n. facility, institution, plant"
1177,チェック（する）,[1] n. check [2] v. check
1178,一ヶ月,n. one month
1179,ものの,"p. conj. but, although, despite"
1180,展開（する）,"[1] n. development [2] v. develop, unfold"
1181,事業,"n. business, enterprise, project"
1182,データ,n. data
1183,役【やく】,"n. part, role, duty"
1184,伸びる,"v. grow, stretch, extend"
1185,通常,"adv., n. normally, ordinary, regular"
1186,ピアノ,n. piano
1187,行為,n. action; motion; behavior
1188,悩む,"v. be worried, be troubled, suffer"
1189,第二,"num. second, secondary; another"
1190,議論（する）,"[1] n. argument, discussion, controversy [2] v. discuss"
1191,記録（する）,"[1] n. record, document [2] v. record, write down"
1192,当てる,"v. hit, put, expose, guess"
1193,出来事,"n. event, affair, happening"
1194,温かい,"i-adj. warm, genial"
1195,おかげ,"n. thanks, virtue"
1196,安全,"[1] na-adj. safe [2] n. safety, security"
